study_hours_wk,sleep_hours,lms_activity_rate,attendance_rate,assignments_on_time_rate,procrastination_index,self_efficacy,stress,internet_quality,part_time_job_hours,commute_min,social_support,screen_time_nonstudy_hr,extracurricular_hours,habit_consistency,age,credits_enrolled,year_of_study,lms_quiz_rate,lms_forum_rate,lms_resource_rate,lms_submission_rate,attendance_lecture,attendance_lab,grade_Matemáticas_prior_20,grade_Matemáticas_current_20,grade_Programación_prior_20,grade_Programación_current_20,grade_Comunicación_prior_20,grade_Comunicación_current_20,grade_Estadística_prior_20,grade_Estadística_current_20,grade_Ética_prior_20,grade_Ética_current_20,student_id,cluster_label_true,major,primary_device,internet_type,cohort
13.675911518852654,7.8449784138416,66.96468144666349,81.87497388164154,68.20913026788145,47.94176207213041,60.67804959078378,43.66494901826551,72.62003128360749,7.339488427828701,22.18379198411325,66.8818439471955,3.3364669582156323,5.344458371617849,61.30036181022165,18.339546159982962,22.912205002690154,3.774279637075171,77.42279580653481,30.71849755455458,57.2064288876586,86.9197796612013,93.9950997472099,74.19230876470253,13.25369543684767,12.850191834042647,13.437319368526712,14.975730704447322,12.27589468445199,13.428365013878373,15.303218356261947,10.537708051237693,15.401348977848478,12.490937578095211,620.4368834199452,A,Psicología,Laptop,Fibra,2023
13.466737106091012,8.1793692657627,72.62129494020283,84.23534191383014,70.30899887267982,47.908608918358766,56.92520622336629,42.669399847594136,67.85297275305501,6.860262528662252,25.176870557604033,66.02507466869639,3.0454307243412946,5.517972210956896,60.01424650618594,18.78489500445654,22.469498382222888,3.7798718272598144,72.17538038205605,34.58416314031016,57.98414658076695,88.99882698523507,90.85330100300922,77.70052453630282,13.90661446689802,13.69434536815374,12.997454363811844,15.867908481224497,11.807703924392975,14.694828615806992,14.786166060632311,11.526851647971515,15.418242549286802,11.440954480230632,780.919439689615,A,Psicología,Laptop,Fibra,2025
14.464208954057396,8.17697960533934,70.56914648561975,81.57786343754272,72.51943843627257,47.931619150974164,56.08481481132555,40.59745721879807,72.28331069733171,7.390099207485092,21.60107877507724,65.1854656021906,3.2829030817381666,4.824332157385537,60.50937227149206,18.359082743691868,23.09157047878883,3.5641009621130335,78.02526764053165,27.636210214608926,58.16092382331227,89.0799501248051,92.37174632685935,76.71939909441245,13.025879459532785,13.228496249464293,13.044749738572708,15.537151075922626,12.534446016853856,13.766255222076392,15.310247982155214,10.572144523055753,15.861149839807922,12.246118768945887,709.5280284038066,A,Industrial,Smartphone,Fibra,2025
12.957480484772434,8.436136861419962,77.40092832343679,87.66865152006002,73.79788742164095,46.90225243475726,56.388492711858746,43.09629233467261,68.02516005247404,7.110476258799638,22.415528664652314,67.12317269056025,3.6431182278983574,4.1583771491109145,57.534153973339144,17.91087937251727,22.125411227684197,3.3372216545897087,75.3943179535477,32.18731736358575,66.03554481479367,94.21538011347745,91.29963788830565,76.49846682847897,12.207651155980143,13.504007764662402,12.953109225635304,15.960805432144,12.6817769763939,14.379386795723669,15.79803696723003,10.362166197665733,16.575628800015338,12.663073591351038,827.095582943991,A,Sistemas,Laptop,Fibra,2024
12.752494896392246,8.14868761567113,74.80551496435594,81.84636546179406,73.15349529433172,45.94679935253534,57.23923800253149,41.89224369137716,69.23094240580829,6.305688285903904,21.85668669141809,67.28184129988921,3.219484442764628,4.768070190660433,62.73718858544487,18.520791534982713,22.841579941473086,3.6074391951772644,77.21641570531344,33.3496901843516,59.30710033739571,88.45017146133627,91.17938545693801,80.76808785174227,13.055964829491618,13.465160607639643,13.418858772556204,15.521099729336616,12.914776574777393,14.493727757341151,15.916237161384268,11.453137238459895,14.954451816872648,12.286618975997417,649.5228427320519,A,Sistemas,Smartphone,Cable,2025
14.195837721220332,8.012932939147037,74.17275403434326,80.60816126984074,74.39071836872414,47.59412204850014,59.55451258680406,41.74844350453569,73.28138554170226,7.298846512152184,21.614185940658388,67.32045890615225,3.21086747026553,4.110114657858206,59.153868818241094,18.36170598933852,22.79622303078721,3.4330543741220465,78.98614511014479,27.618090095777923,63.18152272934486,87.24324263587641,92.13797928035314,74.34020904851864,12.516846823280211,12.480381624374644,13.690528834671296,14.739582333184545,12.986912853644814,13.177032412786053,15.38790726082577,10.41123439716145,16.15218019733493,12.717805942944493,669.1167745195532,A,Sistemas,Smartphone,Fibra,2023
15.847423173052668,8.287317229762769,71.16380092365465,82.89001209778876,73.40138788649261,49.65078498831618,56.457193959603465,41.82320701922668,73.31733086733396,6.569642361048825,26.463726596064905,65.77695873709051,2.9596649294545996,4.60344247595541,57.29149966390035,18.759901951024453,21.47731592552932,3.6618842344614313,73.53594459861792,32.631986811556516,61.58702300829247,85.06273583188678,87.50036593462056,73.9001314041654,14.094075089333579,13.864550343506362,13.27815726461122,15.645483887962236,11.688737185875391,13.86355932325703,13.962544051752856,11.22735922700425,16.779875313481938,11.440954480230632,793.5916433890053,A,Sistemas,Smartphone,Móvil,2024
12.74745191769886,7.865234323765819,69.53805658203791,84.49925982037774,71.64340744305109,48.043979297780815,58.799654752824395,44.734586948384106,71.39131745016776,7.391340545833077,22.53409523804487,64.91607520280213,3.3310183904101205,5.084063559750009,60.27059154918467,18.146345889101948,22.731023915114243,3.5337728154404164,75.05440256746988,30.40184184728502,61.185213227795714,92.04312255165316,93.44242687136308,75.73710824622827,12.443617192745556,12.701059683748449,13.119462192298139,15.286102785343443,12.817994822884907,13.514571377471952,15.509028413936015,10.66839253762194,15.355507466740566,12.790510261373429,710.7699609201509,A,Psicología,Laptop,Cable,2023
13.032899726862807,7.986319845514238,75.95214963760135,80.88399320227511,75.70940922178447,46.290336765970025,60.038262569450325,43.043661289265884,73.35700518174197,6.129021363021769,23.135453766037347,68.5633352150348,2.902448875458559,4.209854003055272,61.14317240298102,18.16675516109309,23.11481907148918,3.560751501856264,78.77585010657387,31.284457462522706,62.46378413899777,86.90640423636069,90.81627268297699,76.72080360684136,12.232196826238527,12.341193161380682,13.856168634569203,14.996740958528562,12.997451059770635,13.364902862114278,15.832663294221534,10.947906078741886,15.546408420200306,12.495410174004695,640.6568057927137,A,Industrial,Smartphone,Móvil,2022
12.920439098179152,7.957222283933419,73.65875615001728,85.06460664583481,73.18137542424199,48.64996864624005,57.90298221421882,44.17753031188535,69.44391727187023,7.407692691631674,25.725519542197155,64.61107398280659,2.840266047748205,5.291145873572906,58.22913831581435,18.48776349039751,22.881702981536023,3.5913717408073116,71.21230248681846,31.07198100966297,61.57069025543238,91.78537965040798,91.96158039636852,75.35011855091587,12.778353036263898,12.530689677740977,12.948942198974816,15.564106840173489,12.382410954537264,13.835863823305838,14.790092632296245,11.11177299487646,15.574990804815618,11.45492943166933,827.0730442118745,A,Administración,Laptop,Fibra,2025
